AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,CustomerID,Churn
39,12.169887642924763,683.951795291824,Premium,Credit card,1,Both,1,Mobile,11.5606688474968,13.485059337505904,32,Fantasy,1.049661731490065,9,Male,14,1,RSZFX28GG3,1
44,12.169887642924763,752.6633455048209,Premium,Electronic check,1,Movies,0,Tablet,35.68046040870127,49.354601871260506,48,Fantasy,2.898327886528814,9,Male,20,1,4PCP1V37SI,0
31,5.463793811782976,169.37760816527225,Standard,Bank transfer,1,Both,1,Computer,10.31299563070547,92.14099146893328,5,Comedy,4.626314253835056,5,Female,24,1,SCFG260GEA,0
71,5.084423904802613,360.9940972409855,Standard,Electronic check,0,Movies,0,Mobile,8.174093809914606,70.25383064222262,25,Fantasy,1.2465992161682706,2,Female,14,1,NRLC9JJS9S,0
5,12.169887642924763,57.24876996500478,Premium,Bank transfer,0,Both,1,Computer,15.579982226317355,115.70888850048564,40,Action,2.898327886528814,2,Male,17,0,B6SIIXSQOS,0
43,8.865387683501357,381.2116703905584,Premium,unknown,0,Movies,0,Mobile,35.3777249358419,115.10533415456264,37,Comedy,2.898327886528814,8,Male,3,0,J647T7HQQL,0
64,6.190149535602858,614.1966063716278,Premium,Electronic check,1,Movies,1,Computer,26.094800371746054,90.24929986396717,44,Fantasy,1.9160888756880632,0,Male,1,1,AH3L1MRZRR,0
80,12.169887642924763,614.1966063716278,Premium,unknown,0,TV Shows,1,Computer,1.5662312590939051,99.92343722938276,23,Comedy,2.3884356148158736,0,Male,13,1,4PX89Y1RQA,0
106,18.95105440126732,2008.811766534336,Basic,Electronic check,1,Both,0,TV,34.25790597133126,139.01892793847654,21,Drama,4.202215048246207,5,Female,18,1,3FDWNZRH2D,0
46,10.128836100800292,465.92646063681343,Premium,Credit card,0,TV Shows,0,TV,33.53672268026051,37.76650423808584,18,Drama,4.753683293430516,9,Male,9,0,Y7Q0UE0U1M,0
9,12.169887642924763,154.49158903519094,unknown,Electronic check,0,Both,0,Computer,16.979580864388332,150.5060986445366,41,Drama,1.7312580133378588,6,Male,0,0,HN78JG14TS,0
100,12.169887642924763,1142.9418185007523,Premium,Electronic check,0,TV Shows,1,TV,10.594691998838014,33.21299683768329,31,Action,1.050604389943067,0,Male,16,0,74YHNQ6G75,0
98,19.02152488578505,614.1966063716278,Basic,Bank transfer,1,Both,0,unknown,1.380466745351029,91.870700788936,17,Sci-Fi,2.898327886528814,9,Female,13,0,RLNIID3XWT,1
39,7.520022143067342,293.2808635796263,Premium,Electronic check,1,Both,1,TV,30.17973628841128,81.08144911749876,26,Fantasy,4.897123983772078,0,unknown,4,1,87D7OLH270,0
70,10.482003484994912,733.7402439496439,Standard,unknown,1,TV Shows,0,Mobile,11.567204948868754,42.77790509535797,1,Fantasy,2.573195943422459,8,Male,5,1,P6L806SMU4,1
29,9.610559155800727,278.70621551822114,Standard,Electronic check,0,Both,0,Computer,25.45759865676794,99.44781816116422,15,Fantasy,2.6821928546425933,5,Male,9,1,FCTLMSLMQJ,0
92,10.364502517846944,953.5342316419188,Premium,Credit card,1,TV Shows,0,Mobile,29.727838985431347,39.91319918862807,13,Comedy,1.2935675294269329,0,Female,18,1,G3AKTVZVV9,0
109,7.418513931584568,808.618018542718,Basic,Electronic check,1,Movies,1,unknown,7.686830377951292,131.44252948316043,30,Fantasy,2.898327886528814,1,Male,7,1,7L6GJZ94PQ,0
92,14.450433995442438,1329.4399275807043,Premium,Electronic check,0,Both,1,Mobile,9.640879895936832,86.4871522254564,13,Sci-Fi,4.273449537731969,8,Female,17,0,Z8H53DC791,0
16,5.173754551461478,82.78007282338365,Premium,Credit card,1,Both,0,Mobile,4.833288617556521,127.70950212604666,13,Sci-Fi,2.18336052939857,3,Female,10,1,MSSFBJYVA5,0
47,8.922393723561846,419.3525050074068,Standard,Mailed check,0,Movies,0,Tablet,30.65890865280438,8.829009066615566,28,Comedy,2.898327886528814,6,Male,8,1,UMFLMSRD0Q,0
40,13.607754438358882,544.3101775343553,Standard,Electronic check,1,TV Shows,1,Tablet,31.42253253433765,39.2363328695568,13,Sci-Fi,3.5387373848341848,0,Male,18,0,YSBXJUEX0T,0
81,10.975714331761695,889.0328608726974,Premium,Bank transfer,1,TV Shows,1,Computer,18.35221026046252,86.23345361085529,19,Sci-Fi,3.020792195384864,1,Male,19,0,4RAT7BS0L4,0
118,10.477516749557084,614.1966063716278,Basic,unknown,1,Both,1,Computer,28.85581404901848,144.7643052447273,33,Comedy,4.928149986125957,5,Male,7,0,QMSBTHUBOD,0
13,18.409014051747683,239.31718267271987,Standard,Credit card,0,TV Shows,1,TV,18.44881545302228,69.8504778399645,21,Fantasy,4.09182405463898,0,unknown,2,0,1LI3AQJFP6,0
103,16.198210690955932,614.1966063716278,Standard,Bank transfer,1,Movies,0,unknown,32.12117345369401,128.92730655491255,16,unknown,3.888005639689029,5,Male,16,1,P0UW71OPWI,0
82,14.215460489603572,1165.667760147493,Premium,Electronic check,0,Movies,1,Computer,14.402982505534457,153.30210340965007,1,Action,4.145493421814485,3,Male,15,0,4C9VVJ76OX,0
2,6.895624252307624,13.791248504615249,Basic,Electronic check,0,TV Shows,1,unknown,30.042512752961187,124.1554327377488,22,Fantasy,2.898327886528814,0,Male,16,0,D36302KBBA,1
86,10.32131524641283,887.6331111915034,Standard,unknown,1,Both,0,Tablet,11.23621056596544,37.07966082114843,24,Sci-Fi,2.628611966149048,8,Female,21,0,FS3L3723G0,0
80,12.99789303201885,1039.831442561508,Standard,Mailed check,0,Movies,0,Computer,22.69124873576752,179.5956048834294,45,Fantasy,3.492155530246451,5,Female,13,0,3OYMTQDGCI,0
94,11.45367236984088,614.1966063716278,unknown,Electronic check,1,TV Shows,1,TV,31.43867190050515,125.92560780374546,37,Action,2.898327886528814,1,Male,6,0,PQ3OE3IV47,0
93,19.6513614264696,1827.5766126616727,Standard,Credit card,1,Movies,0,TV,1.653820166516171,143.17168004088236,38,Comedy,3.755643536539377,8,Male,15,0,959FN5DIWG,0
95,12.169887642924763,1731.9115998647596,Standard,unknown,0,Both,0,TV,15.761617681574306,71.32438099145163,1,Drama,2.001727095616576,4,Male,6,1,76ILSKGTXV,0
97,18.741364823706007,1817.9123878994824,Standard,Credit card,1,Movies,1,TV,31.52822319813225,29.49199216102492,29,Drama,2.5640173235897814,3,Male,14,1,CCZLTRQXUN,0
85,16.06581166298571,1365.5939913537852,Standard,Credit card,1,Movies,0,unknown,2.047874810807236,69.4447054569772,39,Drama,3.1228854749881965,1,unknown,16,0,RW8BHOP2GW,1
5,18.401244873390283,92.0062243669514,Basic,Bank transfer,1,TV Shows,0,Computer,36.19593218966247,122.3675914914066,26,Drama,4.521395914585156,3,Female,13,1,NWRCRG0LLN,0
104,9.660164387065931,614.1966063716278,Basic,unknown,0,Movies,1,Mobile,6.983209290198909,68.58594402499028,1,Fantasy,1.346854554167301,6,Female,5,0,0N2YDSLDKE,0
96,11.310696886913192,1085.8269011436664,Premium,Mailed check,0,TV Shows,1,TV,36.97431597550251,84.24406552286727,1,unknown,3.6045726320075726,6,Female,0,0,8Y4EB81DID,0
84,18.65108583639656,1566.6912102573106,Standard,Bank transfer,0,Movies,1,TV,23.665462280442,32.91343925428535,13,Action,3.94258340926798,5,Male,11,1,W4D82JGRSR,1
10,12.169887642924763,614.1966063716278,Standard,unknown,1,Movies,1,Computer,19.86516821782215,77.53799117634372,34,Comedy,2.898327886528814,7,Male,20,0,86F5GYIU4B,0
70,17.11669827429529,1198.1688792006703,Basic,unknown,1,TV Shows,0,Mobile,25.446577588203148,166.72885321847707,23,Comedy,4.436424583710124,0,Female,8,1,GSY02BHXUI,0
